Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Year,avg_order_value,Discount,Profit,Quantity
2336,CA-2018-152695,2018-12-10,2018-12-10,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,2018,230.12,0.0,4.312639174077408,5
2337,CA-2018-152695,2018-12-10,2018-12-10,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79,2018,230.12,0.1,130.1306164450369,6
2338,CA-2015-110639,2015-08-23,2015-08-23,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,25.92,2015,230.12,0.3,7.596043871069697,6
2339,CA-2015-110639,2015-08-23,2015-08-23,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,45.92,2015,230.12,0.3,4.801575599411216,8
2340,CA-2015-121727,2015-08-19,2015-08-24,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,10.72,2015,230.12,0.4,3.8417266526277487,9
2341,CA-2017-137736,2017-11-10,2017-11-15,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088.0,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,2017,230.12,0.3,6.013081594538203,5
2342,US-2015-143231,2015-12-31,2016-01-03,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038.0,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,2015,230.12,0.2,22.195779718570464,6
2343,US-2015-143231,2015-12-31,2016-01-03,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038.0,East,TEC-AC-10000358,Technology,Accessories,ImationÂ SecureÂ DriveÂ + Hardware Encrypted USBÂ flash driveÂ - 16 GB,113.97,2015,230.12,0.0,11.92909901913176,6
2344,US-2015-155894,2015-07-26,2015-07-30,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.552,2015,230.12,0.4,36.29825296808892,6
2345,CA-2017-119025,2017-02-22,2017-02-28,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,2017,230.12,0.2,112.9895664114066,2
2346,CA-2017-159373,2017-03-13,2017-03-18,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,2017,230.12,0.1,11.228919711743462,4
2347,CA-2017-159373,2017-03-13,2017-03-18,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2017,230.12,0.0,0.1682454270995977,1
2348,CA-2017-159373,2017-03-13,2017-03-18,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,2017,230.12,0.3,129.38108050363505,1
2349,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024,2018,230.12,0.0,1.236213476166161,1
2350,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2018,230.12,0.1,17.081590758484023,7
2351,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2018,230.12,0.4,3.1229571770909925,1
2352,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,2018,230.12,0.4,27.67266655979303,6
2353,CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,2018,230.12,0.4,3.060235898040989,2
2354,CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122.0,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,2016,230.12,0.3,185.6563656802235,6
2355,CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,2016,230.12,0.2,26.38161223005956,6
2356,CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122.0,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51,2016,230.12,0.2,6.8052296926846765,3
2357,CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122.0,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976,2016,230.12,0.0,89.87334625646909,8
2358,US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,2015,230.12,0.3,569.2371640503873,4
2359,US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,2015,230.12,0.4,226.15008772627996,7
2360,US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,2015,230.12,0.4,74.49563424850909,4
2361,US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,34.86,2015,230.12,0.1,12.836574329601902,1
2362,US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024.0,East,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,155.04,2015,230.12,0.1,56.815491092270285,6
2363,CA-2018-136497,2018-04-16,2018-04-20,Standard Class,RF-19840,Roy FranzÃ¶sisch,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.71,2018,230.12,0.4,4.8865708410423725,5
2364,US-2017-108637,2017-03-13,2017-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980.0,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2017,230.12,0.4,45.20871195008479,9
2365,US-2017-108637,2017-03-13,2017-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980.0,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2017,230.12,0.3,39.130296436239696,9
2366,US-2017-108637,2017-03-13,2017-03-18,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980.0,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,2017,230.12,0.2,7.048556801044456,8
2367,CA-2015-102295,2015-11-24,2015-11-26,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823.0,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,2015,230.12,0.1,29.362761264226176,7
2368,CA-2018-123659,2018-02-10,2018-02-13,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735.0,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),23.12,2018,230.12,0.2,5.742530137363409,2
2369,US-2017-129469,2017-09-23,2017-09-27,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014.0,East,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.704,2017,230.12,0.3,131.5669814041651,8
2370,US-2017-129469,2017-09-23,2017-09-27,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014.0,East,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.912,2017,230.12,0.4,1.2851352828992353,3
2371,CA-2018-155152,2018-07-07,2018-07-09,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886.0,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,2018,230.12,0.2,44.67887093813133,6
2372,CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,2017,230.12,0.4,12.652784498455015,7
2373,CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,2017,230.12,0.4,0.6060337330143556,6
2374,CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688,2017,230.12,0.0,3.3005997633080546,5
2375,CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020,Barry FranzÃ¶sisch,Corporate,United States,Aurora,Illinois,60505.0,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,2017,230.12,0.2,59.950156450634964,4
2376,CA-2018-119669,2018-01-24,2018-01-30,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,30080.0,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,2018,230.12,0.2,1.9456088186353777,2
2377,US-2015-164616,2015-08-19,2015-08-21,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,2015,230.12,0.4,26.750129835857795,9
2378,US-2015-164616,2015-08-19,2015-08-21,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184,2015,230.12,0.3,2.0523405043417187,7
2379,CA-2016-148628,2016-12-06,2016-12-11,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360.0,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,2016,230.12,0.0,8.372291666228776,7
2380,CA-2017-118052,2017-05-06,2017-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,2017,230.12,0.4,0.7944462390059707,4
2381,CA-2017-118052,2017-05-06,2017-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568,2017,230.12,0.1,14.985881887710624,5
2382,CA-2017-118052,2017-05-06,2017-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,2017,230.12,0.1,12.112239120336634,6
2383,US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,2018,230.12,0.0,41.13056739899766,2
2384,US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,16.02,2018,230.12,0.3,5.8008711268259505,4
2385,US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92,2018,230.12,0.4,44.3512774220525,4
2386,US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,211.168,2018,230.12,0.2,22.459337275432965,4
2387,US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727.0,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2018,230.12,0.0,80.75599632886882,7
2388,CA-2016-145065,2016-12-12,2016-12-15,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105.0,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,7.86,2016,230.12,0.3,1.907513408538875,7
2389,CA-2016-145065,2016-12-12,2016-12-15,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105.0,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2016,230.12,0.2,5.557492169534862,7
2390,US-2016-127040,2016-12-06,2016-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,2016,230.12,0.1,2.320559546873255,7
2391,US-2016-127040,2016-12-06,2016-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,2016,230.12,0.1,10.994162841866842,2
2392,US-2016-127040,2016-12-06,2016-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002637,Technology,Accessories,LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,2016,230.12,0.2,497.13535040571713,5
2393,US-2016-127040,2016-12-06,2016-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,2016,230.12,0.0,27.431592999757637,2
2394,CA-2017-128111,2017-03-17,2017-03-23,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,2148.0,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,39.68,2017,230.12,0.1,9.2016618582403,5
2395,CA-2016-137897,2016-11-14,2016-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035.0,East,TEC-AC-10002217,Technology,Accessories,ImationÂ Clip USBÂ flash driveÂ - 8 GB,37.6,2016,230.12,0.4,8.794113620390684,6
2396,CA-2016-137897,2016-11-14,2016-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035.0,East,TEC-AC-10001267,Technology,Accessories,ImationÂ 32GB Pocket Pro USB 3.0Â Flash DriveÂ - 32 GB - Black - 1 P ...,59.9,2016,230.12,0.2,13.374260607398284,3
2397,CA-2016-137897,2016-11-14,2016-11-19,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,2016,230.12,0.2,9.67827558298166,6
2398,CA-2018-169264,2018-08-14,2018-08-16,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109.0,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2018,230.12,0.1,1.0087661982302272,5
2399,CA-2018-169264,2018-08-14,2018-08-16,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68,2018,230.12,0.0,6.126840189984471,4
2400,CA-2018-147361,2018-09-09,2018-09-15,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501.0,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,2018,230.12,0.4,125.71525704907248,9
2401,CA-2018-147361,2018-09-09,2018-09-15,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Florence,South Carolina,29501.0,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,2018,230.12,0.0,8.14331613179337,8
2402,CA-2018-145877,2018-04-01,2018-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,2018,230.12,0.3,12.148516525172278,7
2403,CA-2018-145877,2018-04-01,2018-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807.0,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,2018,230.12,0.3,2.9543632368234873,1
2404,US-2017-110170,2017-09-27,2017-10-03,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,77340.0,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,2017,230.12,0.1,217.02593774928528,9
2405,CA-2018-108574,2018-10-07,2018-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,2018,230.12,0.1,174.39809346831748,9
2406,CA-2018-108574,2018-10-07,2018-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,2018,230.12,0.1,13.710511271207794,6
2407,CA-2018-108574,2018-10-07,2018-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,2018,230.12,0.3,20.459988641837622,7
2408,CA-2018-144589,2018-01-20,2018-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2,2018,230.12,0.0,7.356644263204529,3
2409,CA-2018-144589,2018-01-20,2018-01-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,2018,230.12,0.0,45.25809609083271,5
2410,CA-2018-155985,2018-03-23,2018-03-25,First Class,BE-11335,Bill Eplett,Home Office,United States,San Francisco,California,94122.0,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,2018,230.12,0.1,50.47643696059021,7
2411,CA-2015-162684,2015-08-01,2015-08-06,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2015,230.12,0.4,1.8351432683356725,1
2412,CA-2016-142041,2016-06-07,2016-06-09,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,2016,230.12,0.0,2.9759801881950074,1
2413,CA-2015-151295,2015-11-12,2015-11-16,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045.0,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2015,230.12,0.3,3.5898789565775093,5
2414,CA-2015-151295,2015-11-12,2015-11-16,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045.0,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,2015,230.12,0.2,109.11232415713208,9
2415,CA-2017-156300,2017-12-29,2018-01-02,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,2017,230.12,0.2,237.6261680593799,7
2416,CA-2016-146087,2016-07-06,2016-07-11,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040.0,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2016,230.12,0.2,84.36123091675476,1
2417,CA-2018-168655,2018-10-12,2018-10-18,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105.0,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,2018,230.12,0.4,97.30617301180628,5
2418,CA-2018-168655,2018-10-12,2018-10-18,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,87105.0,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,2018,230.12,0.1,28.38117716462877,8
2419,CA-2017-107202,2017-05-21,2017-05-28,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Sparks,Nevada,89431.0,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,2017,230.12,0.3,546.9095908224668,8
2420,CA-2018-159597,2018-11-09,2018-11-14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236.0,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2018,230.12,0.4,24.698989920470314,2
2421,CA-2018-159597,2018-11-09,2018-11-14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Coachella,California,92236.0,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,2018,230.12,0.3,31.683861520411,7
2422,CA-2017-155551,2017-04-18,2017-04-23,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,2017,230.12,0.3,67.5851643934382,5
2423,CA-2017-155551,2017-04-18,2017-04-23,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Elmhurst,Illinois,60126.0,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4â x 11â",9.664,2017,230.12,0.1,3.0780405464120486,9
2424,US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,158.928,2018,230.12,0.2,38.6877009020227,3
2425,US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,13.023,2018,230.12,0.1,3.2761693261233606,1
2426,US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,273.06,2018,230.12,0.4,97.03520660086254,4
2427,US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014.0,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,39.312,2018,230.12,0.4,11.961798789758816,7
2428,CA-2017-169922,2017-06-11,2017-06-17,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,2017,230.12,0.4,0.49616850871727003,1
2429,CA-2017-169922,2017-06-11,2017-06-17,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,2017,230.12,0.1,3.037875671669905,2
2430,CA-2017-169922,2017-06-11,2017-06-17,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,2017,230.12,0.3,4.929127296115319,5
2431,CA-2018-100748,2018-05-13,2018-05-20,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110.0,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,2018,230.12,0.3,18.132565974782544,9
2432,CA-2018-129805,2018-12-28,2019-01-02,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103.0,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,2018,230.12,0.0,1.8551098132090673,1
2433,CA-2015-148586,2015-03-25,2015-04-01,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,2015,230.12,0.4,54.97884098186655,4
2434,US-2018-112613,2018-05-28,2018-06-01,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,77070.0,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368,2018,230.12,0.3,16.94183908007324,3
2435,CA-2016-154746,2016-11-14,2016-11-17,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2016,230.12,0.0,6.3665937783501745,5
